Distance,Speed,nGear,X,Y,Driver
715.9372222222221,199.0,5,-2365.319778255362,-3312.015111017055,LEC
719.8572216896322,197.2,5,-2345.0,-3281.0,LEC
726.7149999999998,194.0,5,-2315.7052491323834,-3227.5194021111984,LEC
729.4598904494293,191.5392886857143,5,-2304.0,-3195.0,LEC
737.4599901678099,184.11071725714285,5,-2269.0,-3057.0,LEC
740.7927777777776,181.0,5,-2259.5721515344057,-3012.234239855882,LEC
748.7483333333331,179.0,5,-2252.903616750322,-2956.8038776994913,LEC
760.7394543287568,173.4,5,-2263.0,-2902.0,LEC
765.8483333333331,171.0,5,-2267.578252382296,-2856.041380071913,LEC
771.2518698022639,171.8071424,5,-2276.0,-2798.0,LEC
779.3038888888887,173.0,5,-2301.066152012381,-2704.717023283325,LEC
781.8616180484183,173.3312496,5,-2310.0,-2678.0,LEC
787.037222222222,174.0,5,-2327.728852365754,-2632.1290583824366,LEC
794.4998856189459,175.4343744,5,-2353.0,-2578.0,LEC
802.7705555555553,177.0,5,-2381.6099542524307,-2521.3185959094303,LEC
812.543720962479,181.1357129142857,5,-2448.0,-2422.0,LEC
817.0038888888887,183.0,5,-2502.233302452758,-2350.9294843043044,LEC
820.7664867427042,183.6083328,5,-2543.0,-2299.0,LEC
829.3372222222221,185.0,5,-2573.6785974834434,-2263.7739391544246,LEC
834.9695000141128,181.04500224,5,-2590.0,-2244.0,LEC
839.226111111111,178.0,5,-2618.5483199692376,-2205.64482851614,LEC
846.8705555555555,172.0,5,-2691.4700792714316,-2103.447113271929,LEC
849.263724088608,169.67164104967677,5,-2709.0,-2077.0,LEC
855.9713888888888,163.0,4,-2736.7071760171293,-2027.1775091202924,LEC
865.0269444444444,163.0,4,-2741.9606233411077,-1988.5734378560817,LEC
866.3697280411783,161.54231703226242,4,-2743.0,-1980.0,LEC
876.1838150405445,150.2570528387104,4,-2747.0,-1884.0,LEC
878.1413888888889,148.0,4,-2742.551898358214,-1856.8135771368684,LEC
885.2750212654619,149.22857142857143,4,-2715.0,-1752.0,LEC
889.8080555555556,150.0,4,-2699.134255858729,-1704.5181647366114,LEC
901.7080555555556,153.0,4,-2660.9591337649654,-1633.493217498074,LEC
904.8955975126313,154.8249984,4,-2647.0,-1611.0,LEC
909.2847131999554,157.3,4,-2625.0,-1576.0,LEC
914.1525,160.0,4,-2599.257497230859,-1537.1221969114013,LEC
919.2887515175858,164.2,4,-2570.0,-1496.0,LEC
921.5302777777778,166.0,4,-2556.3235758650762,-1477.8126430928792,LEC
934.8111248588781,175.71428571428572,4,-2472.0,-1375.0,LEC
935.2191666666665,176.0,4,-2469.631688898056,-1372.296817638813,LEC
945.3844293540702,184.57777493333333,4,-2403.0,-1299.0,LEC
954.4191666666665,192.0,4,-2299.6578910880753,-1185.235684023978,LEC
