Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z,Driver
2024-05-25 14:58:18.377,0 days 01:11:13.694000,,738.8444444444444,0 days 00:00:00,11116.457073371428,276.4857124571429,7,99.0,False,12,interpolation,0.02696182395200267,8.246851688907893e-06,OnTrack,-7664.598412265317,-6565.2756054480105,502.3597723476744,LEC
2024-05-25 14:58:18.576,0 days 01:11:13.893000,,738.8444444444444,0 days 00:00:00.199000,11224.485679542857,279.32857051428573,7,99.0,False,12,pos,15.501403736421958,0.0047414365516122,OnTrack,-7674.0,-6411.0,503.0,LEC
2024-05-25 14:58:18.623,0 days 01:11:13.940000,,738.8444444444444,0 days 00:00:00.246000,11250.0,280.0,7,99.0,False,12,car,19.17111111111111,0.005863895199611275,OnTrack,-7676.424791583543,-6374.1508124282045,503.03211786098615,LEC
2024-05-25 14:58:18.735,0 days 01:11:14.052000,,738.8444444444444,0 days 00:00:00.358000,11299.155555555555,280.93333333333334,7,99.0,False,12,pos,27.938938709094007,0.008545723178430565,OnTrack,-7681.0,-6286.0,503.0,LEC
2024-05-25 14:58:18.983,0 days 01:11:14.300000,10,738.8444444444444,0 days 00:00:00.606000,11408.0,283.0,7,99.0,False,12,car,47.471111111111114,0.014520056711961988,OnTrack,-7674.554790488317,-6091.423433388945,503.0012553826439,LEC
2024-05-25 14:58:18.995,0 days 01:11:14.312000,10,738.3477777777778,0 days 00:00:00.618000,11411.6,283.12857142857143,7,99.0,False,12,pos,48.42045791756717,0.014810434778672868,OnTrack,-7674.0,-6082.0,503.0,LEC
2024-05-25 14:58:19.136,0 days 01:11:14.453000,10,732.5119470933332,0 days 00:00:00.759000,11453.8999808,284.6392850285714,7,99.0,False,12,pos,59.60463847192388,0.01823135609534438,OnTrack,-7667.0,-5971.0,503.0,LEC
2024-05-25 14:58:19.263,0 days 01:11:14.580000,10,727.2555555555554,0 days 00:00:00.886000,11492.0,286.0,7,99.0,False,10,car,69.71555555555557,0.021323996777814415,OnTrack,-7660.138521551654,-5870.196101598827,503.09685723362156,LEC
2024-05-25 14:58:19.296,0 days 01:11:14.613000,10,725.8988915199998,0 days 00:00:00.919000,11495.064279771428,286.0,7,99.0,False,10,pos,72.34747119560997,0.02212902458230886,OnTrack,-7658.0,-5844.0,503.0,LEC
2024-05-25 14:58:19.516,0 days 01:11:14.833000,10,716.8544470755554,0 days 00:00:01.139000,11515.4928512,286.0,7,99.0,False,10,pos,89.84631852385384,0.027481422064755706,OnTrack,-7639.0,-5670.0,503.0,LEC
2024-05-25 14:58:19.543,0 days 01:11:14.860000,10,715.7444444444443,0 days 00:00:01.166000,11518.0,286.0,7,99.0,False,8,car,91.96000000000001,0.028127936843666837,OnTrack,-7636.25872047946,-5648.697691845877,503.9090483373589,LEC
2024-05-25 14:58:19.736,0 days 01:11:15.053000,10,708.7213912177776,0 days 00:00:01.359000,11259.8625856,273.1333376,7,20.995859199999998,False,8,pos,106.6519756796276,0.03262179247682532,OnTrack,-7614.0,-5497.0,514.0,LEC
2024-05-25 14:58:19.783,0 days 01:11:15.100000,10,707.011111111111,0 days 00:00:01.406000,11197.0,270.0,7,2.0,True,8,car,109.96000000000001,0.03363362261123973,OnTrack,-7607.629510200065,-5460.370513790178,515.1415946426054,LEC
2024-05-25 14:58:19.915,0 days 01:11:15.232000,10,704.481111111111,0 days 00:00:01.538000,10914.1,251.7,7,1.4,True,8,pos,118.50163547170294,0.03624626488059254,OnTrack,-7588.0,-5359.0,516.0,LEC
2024-05-25 14:58:20.223,0 days 01:11:15.540000,10,698.5777777777777,0 days 00:00:01.846000,10254.0,209.0,6,0.0,True,8,car,135.50444444444446,0.04144693840114718,OnTrack,-7539.619140940792,-5148.507930472406,520.843557734554,LEC
2024-05-25 14:58:20.235,0 days 01:11:15.552000,10,698.4077777777777,0 days 00:00:01.858000,10228.0,207.85,6,0.0,True,8,pos,136.1451851122186,0.04164292266643991,OnTrack,-7538.0,-5142.0,521.0,LEC
2024-05-25 14:58:20.463,0 days 01:11:15.780000,10,695.1777777777778,0 days 00:00:02.086000,9734.0,186.0,6,0.0,True,8,car,147.90444444444444,0.04523974415214183,OnTrack,-7512.376031801871,-5045.258478535325,522.8912283257845,LEC
2024-05-25 14:58:20.555,0 days 01:11:15.872000,10,694.5133333333333,0 days 00:00:02.178000,9737.942857142858,176.14285714285714,6,0.0,True,8,pos,152.15843457758618,0.046540918203888164,OnTrack,-7502.0,-5009.0,524.0,LEC
2024-05-25 14:58:20.715,0 days 01:11:16.032000,10,693.3577777777776,0 days 00:00:02.338000,9744.8,159.0,6,0.0,True,8,pos,158.90869111980567,0.048605628835663925,OnTrack,-7482.0,-4942.0,527.0,LEC
2024-05-25 14:58:20.743,0 days 01:11:16.060000,10,693.1555555555555,0 days 00:00:02.366000,9746.0,156.0,4,0.0,True,8,car,160.0377777777778,0.04895098418806135,OnTrack,-7478.492878407234,-4930.903827854749,527.5662148326188,LEC
2024-05-25 14:58:20.915,0 days 01:11:16.232000,10,692.6299999999999,0 days 00:00:02.538000,9402.0,141.38,4,0.0,True,8,pos,166.69750534962947,0.0509880045940756,OnTrack,-7457.0,-4868.0,531.0,LEC
2024-05-25 14:58:20.943,0 days 01:11:16.260000,10,692.5444444444444,0 days 00:00:02.566000,9346.0,139.0,3,0.0,True,8,car,167.76,0.051312991353779334,OnTrack,-7453.3682314361595,-4858.183979366338,531.5219268134052,LEC
2024-05-25 14:58:21.095,0 days 01:11:16.412000,10,692.1644444444445,0 days 00:00:02.718000,9263.16,135.2,3,0.0,True,8,pos,173.46311519107493,0.053057411361464336,OnTrack,-7433.0,-4807.0,534.0,LEC
2024-05-25 14:58:21.143,0 days 01:11:16.460000,10,692.0444444444445,0 days 00:00:02.766000,9237.0,134.0,3,0.0,True,8,car,175.20444444444445,0.05359003423296072,OnTrack,-7426.463848220428,-4791.985203083055,534.5656059985822,LEC
2024-05-25 14:58:21.303,0 days 01:11:16.620000,10,692.0444444444445,0 days 00:00:02.926000,9003.0,125.0,3,2.0,True,8,car,180.76000000000002,0.0552893199636931,OnTrack,-7402.285973536677,-4745.7610282412525,535.7957042606059,LEC
2024-05-25 14:58:21.335,0 days 01:11:16.652000,10,692.0622222222222,0 days 00:00:02.958000,8998.2,124.2,3,2.8,True,8,pos,181.84332349001994,0.05562067767039754,OnTrack,-7396.0,-4737.0,536.0,LEC
2024-05-25 14:58:21.503,0 days 01:11:16.820000,10,692.1555555555555,0 days 00:00:03.126000,8973.0,120.0,3,7.0,False,8,car,187.42666666666668,0.05732846284057195,OnTrack,-7353.511044371359,-4693.307564537806,536.9665562350108,LEC
2024-05-25 14:58:21.675,0 days 01:11:16.992000,10,692.3944444444444,0 days 00:00:03.298000,8909.933333333332,117.85,3,24.916666666666668,False,8,pos,193.01854422455378,0.05903885843415357,OnTrack,-7305.0,-4659.0,538.0,LEC
2024-05-25 14:58:21.743,0 days 01:11:17.060000,10,692.4888888888888,0 days 00:00:03.366000,8885.0,117.0,3,32.0,False,8,car,195.2266666666667,0.0597142600065202,OnTrack,-7287.707836911157,-4650.178439335167,538.4860295216665,LEC
2024-05-25 14:58:21.935,0 days 01:11:17.252000,10,692.8622222222222,0 days 00:00:03.558000,9018.028571428571,117.68571428571428,3,47.08571428571428,False,8,pos,201.50640501056847,0.06163505256341474,OnTrack,-7242.0,-4635.0,540.0,LEC
2024-05-25 14:58:22.023,0 days 01:11:17.340000,10,693.0333333333333,0 days 00:00:03.646000,9079.0,118.0,3,54.0,False,8,car,204.40444444444447,0.06252148003369008,OnTrack,-7220.3048617819595,-4628.7373480004835,540.6818323923438,LEC
2024-05-25 14:58:22.296,0 days 01:11:17.613000,10,693.4883332266667,0 days 00:00:03.919000,10002.324783542857,120.92499931428571,3,75.44999497142857,False,8,pos,213.57062786651613,0.06532515367868245,OnTrack,-7121.0,-4609.0,545.0,LEC
2024-05-25 14:58:22.303,0 days 01:11:17.620000,10,693.5,0 days 00:00:03.926000,10026.0,121.0,3,76.0,False,8,car,213.8155555555556,0.06540007006155073,OnTrack,-7116.881207321175,-4608.451086512054,545.2313691633269,LEC
2024-05-25 14:58:22.455,0 days 01:11:17.772000,10,693.5,0 days 00:00:04.078000,10232.72,127.84,3,88.16,False,8,pos,219.279357248249,0.06707129090690088,OnTrack,-7019.0,-4597.0,551.0,LEC
2024-05-25 14:58:22.503,0 days 01:11:17.820000,10,693.5,0 days 00:00:04.126000,10298.0,130.0,3,92.0,False,8,car,221.03777777777782,0.06760914151150281,OnTrack,-6996.128349001303,-4594.503534213452,552.3157825207423,LEC
2024-05-25 14:58:22.663,0 days 01:11:17.980000,10,693.5,0 days 00:00:04.286000,10718.0,135.0,3,92.0,False,8,car,227.0377777777778,0.06944437010069376,OnTrack,-6959.3421766459,-4590.9960566471955,554.1361730018155,LEC
2024-05-25 14:58:22.836,0 days 01:11:18.153000,10,692.9713890844445,0 days 00:00:04.459000,10857.841614933333,146.53332906666665,3,97.04583146666667,False,8,pos,234.2027102187337,0.07163591824323778,OnTrack,-6932.0,-4589.0,556.0,LEC
2024-05-25 14:58:22.903,0 days 01:11:18.220000,10,692.7666666666667,0 days 00:00:04.526000,10912.0,151.0,3,99.0,False,8,car,237.10444444444445,0.07252347584478083,OnTrack,-6915.1340750624695,-4587.5877666204615,557.4493492476665,LEC
2024-05-25 14:58:23.103,0 days 01:11:18.420000,10,691.9333333333332,0 days 00:00:04.726000,10212.0,161.0,4,99.0,False,8,car,246.0488888888889,0.07525932587125995,OnTrack,-6830.43965174331,-4580.094714996326,565.0118074904055,LEC
2024-05-25 14:58:23.136,0 days 01:11:18.453000,10,691.7591670044443,0 days 00:00:04.759000,10209.85500416,162.48499712,4,99.0,False,8,pos,247.57585198136664,0.07572638025825237,OnTrack,-6807.0,-4578.0,567.0,LEC
2024-05-25 14:58:23.295,0 days 01:11:18.612000,10,690.92,0 days 00:00:04.918000,10199.52,169.64,4,99.0,False,8,pos,255.11007804539955,0.07803088476994254,OnTrack,-6674.0,-4566.0,578.0,LEC
2024-05-25 14:58:23.303,0 days 01:11:18.620000,10,690.8777777777777,0 days 00:00:04.926000,10199.0,170.0,4,99.0,False,8,car,255.49333333333337,0.07814811161350499,OnTrack,-6669.00720905918,-4565.533465146924,578.4057100536634,LEC
2024-05-25 14:58:23.575,0 days 01:11:18.892000,10,689.3666666666667,0 days 00:00:05.198000,11371.622222222222,176.04444444444445,4,99.0,False,8,pos,268.764532335746,0.0822073922505167,OnTrack,-6596.0,-4556.0,584.0,LEC
2024-05-25 14:58:23.663,0 days 01:11:18.980000,10,688.8777777777777,0 days 00:00:05.286000,11751.0,178.0,4,99.0,False,8,car,273.29333333333335,0.08359262309477151,OnTrack,-6555.012830900951,-4549.258324224449,587.2870728799021,LEC
2024-05-25 14:58:23.956,0 days 01:11:19.273000,10,686.5988893866667,0 days 00:00:05.579000,10988.534257454545,192.6499968,4,99.0,False,8,pos,289.42690185033365,0.08852742079278322,OnTrack,-6354.0,-4515.0,604.0,LEC
2024-05-25 14:58:24.103,0 days 01:11:19.420000,10,685.4555555555555,0 days 00:00:05.726000,10606.0,200.0,5,99.0,False,8,car,297.7377777777778,0.09106948030999397,OnTrack,-6279.870812582962,-4499.49327686348,610.582706945862,LEC
2024-05-25 14:58:24.263,0 days 01:11:19.580000,10,684.1222222222221,0 days 00:00:05.886000,10978.0,204.0,5,99.0,False,8,car,306.80444444444447,0.0938427146225492,OnTrack,-6217.328804802519,-4483.845840440781,616.4185334765302,LEC
2024-05-25 14:58:24.356,0 days 01:11:19.673000,10,683.2955561244444,0 days 00:00:05.979000,11139.199889066667,207.09999786666665,5,99.0,False,8,pos,312.2188150335172,0.0954988159054727,OnTrack,-6177.0,-4474.0,620.0,LEC
2024-05-25 14:58:24.503,0 days 01:11:19.820000,10,681.9888888888889,0 days 00:00:06.126000,11394.0,212.0,5,99.0,False,8,car,320.9377777777778,0.09816569752153236,OnTrack,-6099.382878506101,-4455.468164083215,626.670282691136,LEC
2024-05-25 14:58:24.536,0 days 01:11:19.853000,10,681.6313895822223,0 days 00:00:06.159000,11392.968752,212.6187488,5,99.0,False,8,pos,322.89876416710604,0.09876550723565063,OnTrack,-6073.0,-4449.0,629.0,LEC
2024-05-25 14:58:24.663,0 days 01:11:19.980000,10,680.2555555555557,0 days 00:00:06.286000,11389.0,215.0,5,99.0,False,8,car,330.4933333333333,0.10108846897839201,OnTrack,-5935.238732244945,-4414.593948800989,641.4203783009708,LEC
2024-05-25 14:58:24.715,0 days 01:11:20.032000,10,679.3455555555557,0 days 00:00:06.338000,11469.275,216.4625,5,99.0,False,8,pos,333.65818180720737,0.10205650571167721,OnTrack,-5885.0,-4402.0,646.0,LEC
2024-05-25 14:58:24.983,0 days 01:11:20.300000,10,674.6555555555556,0 days 00:00:06.606000,11883.0,224.0,5,99.0,False,8,car,350.40444444444444,0.10717870903733685,OnTrack,-5785.953907666014,-4377.447384793069,655.4971870760263,LEC
2024-05-25 14:58:25.076,0 days 01:11:20.393000,10,672.4855570488888,0 days 00:00:06.699000,11646.237662933334,225.93749866666667,5,99.0,False,8,pos,356.29081461903803,0.10897918150916605,OnTrack,-5752.0,-4369.0,659.0,LEC
2024-05-25 14:58:25.223,0 days 01:11:20.540000,10,669.0555555555553,0 days 00:00:06.846000,11272.0,229.0,5,99.0,False,8,car,365.67111111111114,0.11184834622538943,OnTrack,-5663.300346906254,-4346.723238521287,667.8974957945991,LEC
2024-05-25 14:58:25.276,0 days 01:11:20.593000,10,667.6716683377775,0 days 00:00:06.899000,11189.8500992,229.94642742857144,5,99.0,False,8,pos,369.0833821223421,0.1128920624443692,OnTrack,-5629.0,-4338.0,671.0,LEC
2024-05-25 14:58:25.456,0 days 01:11:20.773000,10,662.9716683377775,0 days 00:00:07.079000,10910.8500992,233.16071314285713,5,99.0,False,8,pos,380.7886225765603,0.11647236109852516,OnTrack,-5517.0,-4309.0,680.0,LEC
2024-05-25 14:58:25.503,0 days 01:11:20.820000,10,661.7444444444442,0 days 00:00:07.126000,10838.0,234.0,6,99.0,False,8,car,383.8711111111112,0.1174152062792687,OnTrack,-5485.037701267434,-4300.687827099343,683.0759243206682,LEC
2024-05-25 14:58:25.736,0 days 01:11:21.053000,10,654.1072243199998,0 days 00:00:07.359000,10947.842826971428,238.16071314285713,6,99.0,False,8,pos,399.31003658483536,0.12213753251522991,OnTrack,-5315.0,-4258.0,701.0,LEC
2024-05-25 14:58:25.783,0 days 01:11:21.100000,10,652.5666666666664,0 days 00:00:07.406000,10970.0,239.0,6,99.0,False,8,car,402.46000000000004,0.12310101633429921,OnTrack,-5283.206379399838,-4250.931091713823,703.637014960805,LEC
2024-05-25 14:58:25.916,0 days 01:11:21.233000,10,647.1358359466664,0 days 00:00:07.539000,11077.5082816,240.9395824,6,99.0,False,8,pos,411.44231917723283,0.1258484511595152,OnTrack,-5197.0,-4234.0,710.0,LEC
2024-05-25 14:58:26.176,0 days 01:11:21.493000,10,636.5191692799998,0 days 00:00:07.799000,11287.674948266667,244.73124906666666,6,99.0,False,8,pos,429.25607782192515,0.13129717101712968,OnTrack,-5022.0,-4210.0,727.0,LEC
2024-05-25 14:58:26.263,0 days 01:11:21.580000,10,632.9666666666665,0 days 00:00:07.886000,11358.0,246.0,6,99.0,False,8,car,435.26000000000005,0.13313359928854315,OnTrack,-4961.18345596098,-4204.656544045237,732.7896540241865,LEC
2024-05-25 14:58:26.375,0 days 01:11:21.692000,10,627.9888877551597,0 days 00:00:07.998000,11430.939518391919,247.59430641293812,6,99.0,False,8,pos,443.016393189231,0.13550605837685695,OnTrack,-4884.0,-4199.0,740.0,LEC
2024-05-25 14:58:26.544,0 days 01:11:21.861000,10,620.4777777777776,0 days 00:00:08.167000,11541.0,250.0,6,99.0,False,8,car,454.7738888888889,0.1391023404177406,OnTrack,-4775.649745252964,-4190.240377782202,750.4412421632671,LEC
2024-05-25 14:58:26.636,0 days 01:11:21.953000,10,616.2866683536538,0 days 00:00:08.259000,11557.779867459676,251.15723223859834,6,99.0,False,8,pos,461.1989666236853,0.14106758814218606,OnTrack,-4706.0,-4178.0,757.0,LEC
2024-05-25 14:58:26.703,0 days 01:11:22.020000,10,613.2344444444441,0 days 00:00:08.326000,11570.0,252.0,6,99.0,False,8,car,465.90388888888896,0.14250668945068984,OnTrack,-4646.193309943074,-4163.610511106081,762.4869881786547,LEC
2024-05-25 14:58:26.855,0 days 01:11:22.172000,10,605.7188888888886,0 days 00:00:08.478000,11754.08888888889,254.11111111111111,6,99.0,False,8,pos,476.69422769870505,0.1458071458291617,OnTrack,-4508.0,-4123.0,775.0,LEC
2024-05-25 14:58:27.063,0 days 01:11:22.380000,10,595.4344444444444,0 days 00:00:08.686000,12006.0,257.0,6,99.0,False,8,car,491.6038888888889,0.15036758524105778,OnTrack,-4409.1848700969995,-4083.4301958013853,784.2749149632307,LEC
2024-05-25 14:58:27.216,0 days 01:11:22.533000,10,587.7419476622221,0 days 00:00:08.839000,11891.250048,257.9562496,6,99.0,False,8,pos,502.56853476990517,0.1537213571729238,OnTrack,-4322.0,-4038.0,792.0,LEC
2024-05-25 14:58:27.223,0 days 01:11:22.540000,10,587.3899999999999,0 days 00:00:08.846000,11886.0,258.0,6,99.0,False,8,car,503.0705555555556,0.15387491098928943,OnTrack,-4316.371502487275,-4035.1233674806394,792.4828199473554,LEC
2024-05-25 14:58:27.423,0 days 01:11:22.740000,10,577.2233333333331,0 days 00:00:09.046000,11992.0,259.0,6,99.0,False,8,car,517.4594444444444,0.15827606103188627,OnTrack,-4114.722753665998,-3933.5090599089112,809.4700642986403,LEC
2024-05-25 14:58:27.476,0 days 01:11:22.793000,10,574.4261144888886,0 days 00:00:09.099000,11862.1501568,259.6624992,6,99.0,False,8,pos,521.3061570360105,0.1594526605189601,OnTrack,-4073.0,-3913.0,813.0,LEC
2024-05-25 14:58:27.756,0 days 01:11:23.073000,10,559.6483367111108,0 days 00:00:09.379000,11176.1501568,263.1624992,6,99.0,False,8,pos,541.8575746797964,0.16573875205367333,OnTrack,-3966.0,-3868.0,822.0,LEC
2024-05-25 14:58:27.823,0 days 01:11:23.140000,10,556.1122222222219,0 days 00:00:09.446000,11012.0,264.0,6,99.0,False,8,car,546.7927777777778,0.1672482896901532,OnTrack,-3926.1335782755723,-3853.0380886428347,824.9449762085289,LEC
2024-05-25 14:58:27.955,0 days 01:11:23.272000,10,548.9988888888886,0 days 00:00:09.578000,10895.84,264.66,6,99.0,False,8,pos,556.5187447294433,0.17022318512469037,OnTrack,-3828.0,-3818.0,832.0,LEC
2024-05-25 14:58:28.215,0 days 01:11:23.532000,10,534.9877777777775,0 days 00:00:09.838000,10667.04,265.96,6,99.0,False,8,pos,575.7527229016445,0.17610630956227347,OnTrack,-3643.0,-3769.0,845.0,LEC
2024-05-25 14:58:28.223,0 days 01:11:23.540000,10,534.5566666666664,0 days 00:00:09.846000,10660.0,266.0,7,99.0,False,8,car,576.3483333333334,0.17628848977764944,OnTrack,-3637.8070748798523,-3767.840405743476,845.3550856273062,LEC
2024-05-25 14:58:28.383,0 days 01:11:23.700000,10,525.8011111111109,0 days 00:00:10.006000,10564.0,269.0,7,99.0,False,8,car,588.3038888888889,0.1799453526701855,OnTrack,-3539.70853173077,-3748.229707032481,851.799368185964,LEC
2024-05-25 14:58:28.495,0 days 01:11:23.812000,10,519.641111111111,0 days 00:00:10.118000,10744.6,269.35,7,99.0,False,8,pos,596.70020756553,0.18251354668340714,OnTrack,-3436.0,-3733.0,856.0,LEC
2024-05-25 14:58:28.675,0 days 01:11:23.992000,10,509.74111111111097,0 days 00:00:10.298000,11034.85,269.9125,7,99.0,False,8,pos,610.2067484523924,0.18664481167951488,OnTrack,-3200.0,-3704.0,862.0,LEC
2024-05-25 14:58:28.703,0 days 01:11:24.020000,10,508.201111111111,0 days 00:00:10.326000,11080.0,270.0,7,99.0,False,8,car,612.3038888888889,0.18728626702694934,OnTrack,-3174.374691456459,-3701.161092301524,862.5142829833092,LEC
2024-05-25 14:58:28.863,0 days 01:11:24.180000,10,499.4899999999998,0 days 00:00:10.486000,11080.0,270.0,7,99.0,False,8,car,624.3038888888889,0.19095672420533127,OnTrack,-3114.7607078364267,-3696.7174917084994,862.7752477308782,LEC
2024-05-25 14:58:28.995,0 days 01:11:24.312000,10,492.3033333333331,0 days 00:00:10.618000,10567.675,271.65,7,99.0,False,8,pos,634.3162618569754,0.1940192230581105,OnTrack,-3066.0,-3687.0,862.0,LEC
2024-05-25 14:58:29.023,0 days 01:11:24.340000,10,490.7788888888887,0 days 00:00:10.646000,10459.0,272.0,7,99.0,True,8,car,636.3927777777777,0.1946543699554049,OnTrack,-3047.7123099580417,-3682.710243721772,861.8964650841897,LEC
2024-05-25 14:58:29.303,0 days 01:11:24.620000,10,477.24555555555537,0 days 00:00:10.926000,10848.0,252.0,7,4.0,True,8,car,655.9927777777776,0.20064945001342868,OnTrack,-2768.763931129074,-3610.937571102789,861.8841776944782,LEC
2024-05-25 14:58:29.356,0 days 01:11:24.673000,10,474.83111402666646,0 days 00:00:10.979000,10800.9625568,249.6812528,7,3.6687504,True,8,pos,659.6378617012849,0.2017643770511655,OnTrack,-2731.0,-3600.0,862.0,LEC
2024-05-25 14:58:29.463,0 days 01:11:24.780000,10,469.95666666666637,0 days 00:00:11.086000,10706.0,245.0,7,3.0,True,8,car,666.8816666666665,0.20398005004566414,OnTrack,-2684.28159927139,-3584.170532820257,862.3091710030916,LEC
2024-05-25 14:58:29.656,0 days 01:11:24.973000,10,462.3438914133329,0 days 00:00:11.279000,10924.3311776,230.5250048,7,3.6031248,True,8,pos,678.9467894636911,0.20767042642719732,OnTrack,-2642.0,-3557.0,863.0,LEC
2024-05-25 14:58:29.783,0 days 01:11:25.100000,10,457.334444444444,0 days 00:00:11.406000,11068.0,221.0,5,4.0,True,8,car,686.526111111111,0.20998872438953384,OnTrack,-2582.882453222831,-3519.3348040317615,863.4203083794423,LEC
2024-05-25 14:58:29.916,0 days 01:11:25.233000,10,452.3100024177774,0 days 00:00:11.539000,11044.7250112,214.3500032,5,5.32999936,True,8,pos,694.3745509405713,0.2123893379154623,OnTrack,-2512.0,-3470.0,864.0,LEC
2024-05-25 14:58:29.983,0 days 01:11:25.300000,10,449.77888888888856,0 days 00:00:11.606000,11033.0,211.0,5,6.0,True,8,car,698.2483333333332,0.21357421728137913,OnTrack,-2481.0470044907242,-3444.496746105783,864.4167022703131,LEC
2024-05-25 14:58:30.196,0 days 01:11:25.513000,10,442.14639118222186,0 days 00:00:11.819000,10525.7939024,203.0125024,5,7.3312496,True,8,pos,710.1003821392239,0.217199420416222,OnTrack,-2400.0,-3359.0,866.0,LEC
2024-05-25 14:58:30.303,0 days 01:11:25.620000,10,438.31222222222186,0 days 00:00:11.926000,10271.0,199.0,5,8.0,True,8,car,715.9372222222221,0.218984743048031,OnTrack,-2365.319778255362,-3312.015111017055,866.6368979083877,LEC
2024-05-25 14:58:30.375,0 days 01:11:25.692000,10,435.7522222222219,0 days 00:00:11.998000,10174.88,197.2,5,8.36,True,8,pos,719.8572216896322,0.2201837588967317,OnTrack,-2345.0,-3281.0,867.0,LEC
2024-05-25 14:58:30.503,0 days 01:11:25.820000,10,431.2011111111109,0 days 00:00:12.126000,10004.0,194.0,5,9.0,True,8,car,726.7149999999998,0.22228135736565177,OnTrack,-2315.7052491323834,-3227.5194021111984,867.5798644265725,LEC
2024-05-25 14:58:30.556,0 days 01:11:25.873000,10,429.47861319111087,0 days 00:00:12.179000,9894.592989257142,191.5392886857143,5,9.189285485714286,True,8,pos,729.4598904494293,0.2231209409368168,OnTrack,-2304.0,-3195.0,868.0,LEC
2024-05-25 14:58:30.716,0 days 01:11:26.033000,10,424.27861319111076,0 days 00:00:12.339000,9564.307274971428,184.11071725714285,5,9.760714057142858,True,8,pos,737.4599901678099,0.22556794289007523,OnTrack,-2269.0,-3057.0,870.0,LEC
2024-05-25 14:58:30.783,0 days 01:11:26.100000,10,422.10111111111075,0 days 00:00:12.406000,9426.0,181.0,5,10.0,False,8,car,740.7927777777776,0.2265873474073276,OnTrack,-2259.5721515344057,-3012.234239855882,870.6465477822566,LEC
2024-05-25 14:58:30.943,0 days 01:11:26.260000,10,416.9011111111107,0 days 00:00:12.566000,9146.0,179.0,5,10.0,False,8,car,748.7483333333331,0.22902072457373637,OnTrack,-2252.903616750322,-2956.8038776994913,871.3921488274754,LEC
2024-05-25 14:58:31.195,0 days 01:11:26.512000,10,408.71111111111077,0 days 00:00:12.818000,9178.9,173.4,5,39.4,False,8,pos,760.7394543287568,0.23268846591827796,OnTrack,-2263.0,-2902.0,872.0,LEC
2024-05-25 14:58:31.303,0 days 01:11:26.620000,10,405.2011111111108,0 days 00:00:12.926000,9193.0,171.0,5,52.0,False,8,car,765.8483333333331,0.2342511260529306,OnTrack,-2267.578252382296,-2856.041380071913,872.5668472022414,LEC
2024-05-25 14:58:31.416,0 days 01:11:26.733000,10,401.30889109333305,0 days 00:00:13.039000,9243.8499712,171.8071424,5,61.2821376,False,8,pos,771.2518698022639,0.2359039134880169,OnTrack,-2276.0,-2798.0,874.0,LEC
2024-05-25 14:58:31.583,0 days 01:11:26.900000,10,395.5566666666664,0 days 00:00:13.206000,9319.0,173.0,5,75.0,False,8,car,779.3038888888887,0.23836679609276443,OnTrack,-2301.066152012381,-2704.717023283325,878.6187359711415,LEC
2024-05-25 14:58:31.636,0 days 01:11:26.953000,10,393.686946702222,0 days 00:00:13.259000,9379.2874272,173.3312496,5,75.6624992,False,8,pos,781.8616180484183,0.2391491323722605,OnTrack,-2310.0,-2678.0,880.0,LEC
2024-05-25 14:58:31.743,0 days 01:11:27.060000,10,389.912222222222,0 days 00:00:13.366000,9501.0,174.0,5,77.0,False,8,car,787.037222222222,0.2407322018299439,OnTrack,-2327.728852365754,-2632.1290583824366,882.094745301556,LEC
2024-05-25 14:58:31.896,0 days 01:11:27.213000,10,384.174724622222,0 days 00:00:13.519000,9590.8874624,175.4343744,5,76.0437504,False,8,pos,794.4998856189459,0.24301481736613997,OnTrack,-2353.0,-2578.0,884.0,LEC
2024-05-25 14:58:32.063,0 days 01:11:27.380000,10,377.912222222222,0 days 00:00:13.686000,9689.0,177.0,5,75.0,False,8,car,802.7705555555553,0.24554457901937798,OnTrack,-2381.6099542524307,-2521.3185959094303,885.5471516663918,LEC
2024-05-25 14:58:32.256,0 days 01:11:27.573000,10,370.2458358755553,0 days 00:00:13.879000,9877.1749376,181.1357129142857,5,70.1750016,False,8,pos,812.543720962479,0.24853391111299106,OnTrack,-2448.0,-2422.0,886.0,LEC
2024-05-25 14:58:32.343,0 days 01:11:27.660000,10,366.78999999999974,0 days 00:00:13.966000,9962.0,183.0,5,68.0,False,8,car,817.0038888888887,0.2498981490615143,OnTrack,-2502.233302452758,-2350.9294843043044,885.4728041497351,LEC
2024-05-25 14:58:32.416,0 days 01:11:27.733000,10,363.8902803199997,0 days 00:00:14.039000,9823.9084544,183.6083328,5,49.1416832,False,8,pos,820.7664867427042,0.2510490202533394,OnTrack,-2543.0,-2299.0,885.0,LEC
2024-05-25 14:58:32.583,0 days 01:11:27.900000,10,357.2566666666663,0 days 00:00:14.206000,9508.0,185.0,5,6.0,True,8,car,829.3372222222221,0.2536705633837402,OnTrack,-2573.6785974834434,-2263.7739391544246,884.7454849855437,LEC
2024-05-25 14:58:32.696,0 days 01:11:28.013000,10,353.05055793777734,0 days 00:00:14.319000,9949.82974976,181.04500224,5,4.30500096,True,8,pos,834.9695000141128,0.2553933162547308,OnTrack,-2590.0,-2244.0,885.0,LEC
